,tweets,label
1118,"you don't realize how lonely you are until it's the end of the day and you have a bunch of things to talk about, but no one to tell them to",2
1119,connect with your heart today  anxiety antidote   strategies to defuse stress,0
1120,Using  MentalHealth terms inappropriately minimizes the real suffering people experience. Feeling blue does not equate to failing on a test,1
1121,"that embarrassing moment when you have to quickly wipe away your tears, put a fake smile on, because you hear someone coming in to the room.",2
1122,in need of a nice gentle stretch   this min yoga stetch is great to ease anxiety  yoga  anxiety  hormones,0
1123,"There's been an acceleration in risks, especially for women, due to impacts on education,  jobs and migration. The stress on them have beem immaculate",1
1124,do you ever have one of those days where nothing goes wrong but you feel like you hate the world and you just feel like breaking down crying,2
1125,using  mindfulness to overcome  anxiety and  depression  read more about mindfulness therapy in this very popular article,0
1126,"""Working with trauma is working compassionately with the suffering of human beings..."" Our 'Working with Trauma' w",1
1127,"that worthless feeling where you should just lock yourself in a dark room, because everything you do or say just seems to piss people off.",2
1128,innerbeauty  relax  weight  stress  anxiety  authenticbeauty  insideout stress  anxiety  poor health have a profound impact on mental health,0
1129," individuals go through problems they have and dont want, to solutions they see and cant reach.",1
1130,"when you've been sad for so long, that when something bad happens you don't cry you just sit there and feel numb.",2
1131,love the no  person in your life   you   meditation  onlinemeditation  selflove  lovingkindness  wellness,0
1132,This is something I wish were better understood. And you can't control it. It's like a personal hell. Until you are all alone and begging for help people don’t understand,1
1133,"im officially done trying. If you want me in your life, you can come find me. until then, continue treating me like i dont exist.",2
1134,an excellent blog from the wonderful so useful and practical  do share   mentalhealth  wellbeing,0
1135,Have you talked to anyone about how you feel? Life can be frustrating at times and might seem hopeless,1
1136,"i get so sad, i get insecure, i get jealous i get lonely,i i overreact and i make mistakes. but ipromise i will always give you my loyalty.",2
1137,you are normal mate  just that we sometimes have bad times  keep strong and think about all the good work you have,0
1138,Feeling a bit anxious today? Yeah me too lol,1
1139,it hurts so much when you can feel yourself becoming less and less important to the one person who reay means the most to you.,2
1140,don t feel like you have to be silent if you re struggling  if you feel like you have no one to talk to  we re here,0
1141,"My latest blog covers: the value in acknowledging what part our past plays in the present, why we should learn to fucking chill ",1
1142,it's funny how you think you're doing fine but then one little thing reminds you of the past and it all comes back and slaps you in the face,2
1143,dont neglect your mental health during this pandemic  suicideprevention  mentalhealth,0
1144," mindfood, what are you choosing to feed your mind? Just as the food we eat effects our body, the books, movies are food for your mind, make it eat some healthy shit so it doesn’t end up like mine",1
1145,do you ever feel the need to ask someone if they actually still want you in their life because it always feels like they don't really care.,2
1146,how to beat depression step one  make the decision to get better and recognise its going to take effort,0
1147,"[redacted], our writer could not agree more that influencers are covidiots. Messing with young people mental health",1
1148,"i'm sorry i have trust issues, but when you give someone everything and they just toss it away like nothing, something inside of you breaks",2
1149,fomo or fear of missing out is now recognised as a social  anxiety,0
1150,"I feel lonely with my baby and find it stressful during lockdown seek, am I the only one?",1
1151,"i'm a paradox, neither happy or sad. i smile at pretty things, laugh at funny things, but at night i become a mess of emotions and thoughts.",2
1152,from tomorrow we will be sharing videos on how we can look after our  mentalhealth while working from home,0
1153,Virus may never go away but could change into mild annoyance and headache for everyone,1
1154,"i always overuse the word ""tired"" because i can't find a better word to describe how i feel and that is literally the only thing i feel.",2
1155,loving someone so much you stop taking care of yourself is a symptom of bpd that really needs  deserves to be more,0
1156,Millions of mental health sufferers fear returning to the workplace,1
1157,"when i die, dont come to my grave ; sit there tellin me how much you love and miss me those are the things i needed to hear when i was alive",2
1158,but don t forget that this day is for everyone including yourself  so this post is for you  anxietyinthearts,0
1159,The pandemic is not over and the need for mental health services as well as awareness has not changed.,1
1160,the worst feeling is when you find out you didn't mean as much to someone as you thought you did and you look so stupid for caring too much.,2
1161,good morning new ways to fight  heal now  knowledge is powerlet s keep moving nearly there,0
1162,ocd is pointless. But so is life,1
1163,"when i am upset and i want to talk to someone about it, i realised they probably wouldn't care or know what to say so i keep it all inside.",2
1164,love is in listening  here to hear you   mentalhealthvibes  healthymindvibes  counselling  mentalhealth,0
1165,"How TO BEAT DEPRESSION Step : Get up, get dressed, go outside. seconds outside the back door is a good start. Come back sleep lmao, sleep beats depression more than happiness",1
1166,"you're the person that won't ask for help, would never tell your parents what's wrong, but you're the one that needs help the most. i know.",2
1167,rates of  depression and  anxiety among  teenagers have increased by per cent in the past years,0
1168,Do not touch my child No  Vaccin . No  test No  mask STOP the abuse!  mengele  mentalhealth  fascism,1
1169,i wish someone was afraid to lose me i'm always scared of losing people that i love but i doubt anyone would fight to keep me in their life.,2
1170,how i am learning to look after my mental health   small  simple steps,0
1171,How am i meant to change when change is the thing that pulls me down the most?  mentalhealth  depression  anxiety,1
1172,"silence doesn't always means yes. sometimes it means ""i'm tired of explaining to people who don't even care to understand"".",2
1173,did you know that love is linked to reduced  chronicpain   anxiety   depression  improved immune system  reduced,0
1174,At noon it's The Daily Show on streamed out on with myself and . I'm going to kill anyone that says mental health isnt important,1
1175,"i really just need a day off from reality, just a day without people, problems, and all the bullshit that constantly runs through my mind.",2
1176,if the  covid   pandemic is causing you  anxiety  see the resources available from,0
1177,"Another Monday, another week in lockdown. How do you stay motivated when you're (still!) stuck at home? AAAGH I just wanna get the fuck outta here",1
1178,"i always act like i'm fine and everyone thinks i'm okay, but when the lights are off and i'm all alone. that's when my tears start to fall",2
1179,set backs are part of the journey   fall in love with the recovery process  get your self help guide to succeed,0
1180,"my Execs Experienced More MentalHealth Challenges Than Their Employees In Wake Of Global pandemic, which eventually led for their downfall. Really sad and frustrating sight to see",1
1181,"you're so afraid to tell people how you feel because you fear rejection, so you bury it deep inside yourself where it only destroys you more",2
1182,its actually a remix of my good friend and its all about how  anxiety effects us,0
1183,WOW it's already Monday and I just feel so tired.,1
1184,that sick feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart,2
1185,reach for the stars   mentalhealth  mentalhealthawareness  depression  mentalhealthmatters  therapy  mentalillness,0
1186,"You left my family and I to fend for ourselves over the family day long weekend. It's been siz years and I still havent forgotten that day yet, never forgive, never forget",1
1187,"i hate getting flashbacks from things you don't want to remember, it feels like your heart suddenly drops and anxiety starts taking over you",2
1188,day of isolation in bedroom with covid and youngest slips this under my door   autism  pathway  anxiety,0
1189,How about people who dont have a clue what others are going through think before commenting that mental health show cases their own insecurities,1
1190,that feeling when you can actually feel the pain in your chest from hearing something or seeing something that just really breaks your heart,2
1191,release inner conflict  struggle relief for overthinking  worry     anxious,0
1192,"got a real cheek, he destroyed thousands of celebs bantz cash - now  mentalhealth is IN' he's sorry. foh lol ",1
1193,"i need someone who will understand how unstable i am, sometimes being alone can be dangerous for me but other times its exactly what i need.",2
1194,clients share about overcoming panic of covid    lockdown  grief after divorce and depression management,0
1195,disappointed and disgusted that you are letting the youth of our community down. Discouraging the mental health of our youth is a serious issue and you arent taking it very well.,1
1196,"""why are you sad?"" ""i don't know"" ""no reason?"" ""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",2
1197,learn more about online therapy via skype for overcoming social anxiety disorder  contact me to schedule a skype therapy,0
1198,"Oh another fun story about my friend calling the crisis line and getting mistreated, people can really be insensitive.",1
1199,i need someone in my life who cares about me as much as i care about them because i'm so tired of always being the one who cares more..,2
1200,stay strong you are not alone to all who r fighting  to all who survived happy  valentinesday,0
1201,"This is a hard time for us all, even if we are healthy and secure, many are feeling stressed-anxiety, problems sleep within us.",1
1202,have you ever just randomly started crying because you've been holding in all of these emotions and pretending to be happy for way too long?,2
1203,if youre dealing with  depression   anxiety  or any other  mentalhealth concerns  my mental health secret is here,0
1204,"Being completely upended and redeployed to a workplace that's nothing like my original, with no end date of returning is frustrating and is turning my mental health to shit",1
1205,"typing 'haha' when you can't even smile, acting like you're happy when all you want to do is cry, tell everyone you're okay when you're not",2
1206,apparently the more dreamless your sleep gets  the more conscious you re becoming   sleep  dream  mentalhealth,0
1207,"It can be too easy to take the view that children bounce back and are resilient - many children are really struggling and sleeping hungry, and I am so frustrated to not being able to do anything",1
1208,"once you've been hurt, you get scared to get attached again, because you're always thinking everyone you love will always end up hurting you",2
1209,come and talk to pathways  i will do my best to help you find your way through the  stuff  that is bothering you,0
1210,Just chugged a cup of coffee so I dont fall asleep again this is annoying  so much work I have don’t remember the last time I slept or did anything else,1
1211,it really hurts when you care so much about someone and get so attached to them and one day they just turn around and leave like nothing.,2
1212,writing down  thoughts and  feelings is an excellent way to reduce  anxiety  let go of negativity  and connect with yourself,0
1213,"""The minute someone tells me they're doing something for my benefit is the second I know they're doing it for theirs, people are fake and don’t care about anyone but themselves",1
1214,"it sucks, doesn't it? feeling like you're not good enough, no matter how hard you try.",2
1215,a parent or teacher may see signs that a child or teen is anxious  for example  a kid might cling  miss school,0
1216,"We are in the midst of a mental health pandemic, and I dont think its treated with near enough respect. Why am I supposed to be patient and calm, idw to be I just want to be happy",1
1217,being sad for no reason is worse than being sad for a reason because there's absolutely nothing you can do to make yourself feel any better.,2
1218,mind  body  action  see how all of these play a role in controlling your  anxiety,0
1219,"Lockdown and covid is all starting to get to me now! Please send funny gifs, pet pics etc , I feel very frustrated",1
1220,"i'm so tired, i'm stressed, and i'm sad, everything hurts, i'm about to break down, and i know i should be stronger than this, but i'm not.",2
1221,grounding can be a very useful tool when dealing with  trauma responses or increased  anxiety,0
1222,"Its inhumane what they do to residents,they dont know what empathy is. Thats why no one likes you coz you don’t care about mental health",1
1223,im scared to get close to people because i think they will eventually walk out of my life no matter how close we are because everyone leaves,2
1224,want to feel less stressed  anxiety getting to you  sit down  take some deep breaths and play this,0
1225,"Winter can often be a tough time for our  MentalHealth, especially as we have restrictions from  Covid_19 impacting it, same happened with me don’t know what to do",1
1226,i prefer to distance myself whenever im in a bad mood because ill become the most heartless person youll ever meet.,2
1227,we all need to remember these tips  you  me  my fellow therapist and mental health professionals,0
1228,"Almost a year from our first lockdown, I am so fucking done staying home, I Just wanna go out plz let me go back to 2019",1
1229,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",2
1230,there may be times when  loneliness   depression   anxiety  or sentiments of  meaninglessness,0
1231,"Sometimes we find it very difficult to accept things in our lives, just like me accepting happiness in my life lmao SIKE ",1
1232,the worst type of crying is the silent one. the one where you have to hold your breath and grab your stomach to keep quiet.,2
1233,if you are struggling its more than important to ask for help  put yourself first and remember its okay not to be okay,0
1234,"""The ability to be in the present is a major component of mental wellness, unfortunately I lack this'""",1
1235,"i'm a really hard person to understand. i have major issues with talking about all my feelings and thoughts and i'm really sorry, i'm trying",2
1236,[redacted] in [redacted] research shows that it can be used to treat depression in patients having heart diseases,0
1237," Coronavirus pandemic has had negative impact on  mentalhealth, not talking about the rest but definitely on me",1
1238,"do you ever just sit there and realize that you mean nothing to anyone and, you start feeling lost, alone, and unloved, and truly unwanted.",2
1239,identifying risk factors for elevated anxiety in young adults during covid    pandemic  findings on impact of child,0
1240,"Its the old clich weve all heard so many times; that beauty starts from within perhaps, this isnt entirely true, fuck stereotypes.",1
1241,It hurts when you go through something that kills you inside but you have to act like it doesn't affect you at all.,2
1242,mentalhealth  mentalhealthawareness  selfcare  selflove  love  anxiety  motivation  depression  health,0
1243,"If you're depressed, you're living in the past. If you're anxious, you're living in the future. If you're at peace, then youre not alive anymore, SIKE",1
1244,"i'm sorry i have trust issues, but when you give someone everything and they toss it away like nothing, something inside of you just breaks.",2
1245,what is social anxiety disorder  by [redacted] via  sad  anxiety,0
1246,tw ed eating disorder suicide self harm  depression someone did a presentation on suicide and my teacher literally ignored them,1
1247,have you ever been so sad that it physically hurts?,2
1248,struggling with your child at bedtime   click to read my honest review of the privacy pop bed tent to help with sleep,0
1249,just got sent a dick pic i would rather kms,1
1250,i'm truly sorry i get sad over nothing i'm sorry i feel everything at once i'm really sorry i'm so screwed up i'm sorry i mess everything up,2
1251,breathe with intention   intention  breathe  breatheinwellness  meditation  relaxation  anxiety  nervousness,0
1252,kms i cant paint no more somebody shoot me haha,1
1253,"i've disappointed a lot of people this year, but trust me when i say there's no one i've disappointed more than myself.",2
1254,treating anxiety in children and teens    parenting  children  anxiety  anxietyproblems,0
1255,True but imagine being stupid AND ugly. I'd kms,1
1256,ive tried so hard to make myself a better person but for some reason i'm never enough.,2
1257,if your kids are older  simply use the word anxiety or worry  take this as an opportunity to teach them how to cope,0
1258,Remember when I got attacked for giving [redacted] money and people told me to kms,1
1259,"i'm sorry that i'm not everything you wanted, and i'm sorry that my best isn't good enough, i'm sorry that everything i do disappoints you.",2
1260,how this journey started out  isn t it time you became the most authentic version of you  contact me to find out how,0
1261,OMG THANK GODDDDDDDD I THOUGHT CHOSO D WORDED AND I WAS LIKE...........BYE IM GONNA KMS thank u pls ignore me,1
1262,"depression isn't always suicide notes and pill bottles. sometimes, it's all smiles and fake laughter depression isn't always easy to notice. That’s exactly me",2
1263,stress is a state of mental or emotional strain caused by adverse circumstances    to book an appointment  visit,0
1264,smores is on zoomies mode in my room im going to kms,1
1265,"do you ever miss the person that you used to be? before you got your heart broken, before you lost someone, or before your family fell apart",2
1266,had a rough morning and almost fainted  but didnt  and now  delicious spicy noodle soup and snuggles  might not be that bad a day,0
1267,i just woke up and had a dream that [redacted] saw my instagram story and told me to kms,1
1268,"""why are you sad?"" ""i don't know anymore.""",2
1269,anxiety s  yinyang  live the  balance  be at  peace  mentalhealth  healthyplace  anxiety  anxietyrelief,0
1270,Bruh... and this dude gets + million streams... imma kms bruh,1
1271,"being ignored hurts like hell and it makes me think i did something wrong, then i start to over think everything.",2
1272,"real talk  you re not a ""control freak"" you likely grew up in a household that required you to take initiative to get what you wanted",0
1273,cant kms cause i wanna see how the uk will react when the queen d*es,1
1274,"some people suddenly change. one day you're important, next day you're worthless.",2
1275,resources for  anxiety  anger and more  our motherlode of free printables and activities are all here,0
1276,I actually loved stats. but chemistry?!?!? lmao bye ill kms before I take another chem course,1
1277,i destroyed myself so you couldnt.,2
1278,parents  anxiety  depression  ptsd  ocd  addictionrecovery  bpd  bipolar  adhd  add  selfhelp,0
1279,my piano teacher is late im gonna go kms,1
1280,i just don't want to bother people with my problems anymore and that's why i act like i'm perfectly fine and keep it all to myself..,2
1281,online therapy for anxiety and panic attacks  get the help you need to overcome anxiety  panic attacks through min,0
1282,wanted to learn and opened the file only to see big ass letters in red which i thought told me to kms,1
1283,i miss the feeling of knowing i'm actually important to someone.,2
1284,stress  anxious  listen to some anxiety relief music   anxiety  music  stress  stressrelief,0
1285,my prof said my painting looked like unseasoned white person food im gonna kms,1
1286,i seriously overthink everything which makes me stress myself out and it creates problems that weren't even there in the first place.,2
1287,engaging in a  selfcare routine has been clinically proven to reduce or eliminate  anxiety and depression,0
1288,ok i'm at [redacted] rn i need to stop eating for the rest of the day or else i'll kms wtf,1
1289,"i'm so tired of getting lied to, tired of being used, tired of fake people, tired of pleasing people, tired of judgmental people. just tired",2
1290,"""anxiety"" doesn t have to sentence us to prison we can learn to cope  anxiety  mentalhealth  freedom  peaceofmind",0
1291,literally the stupidest thing ever kms,1
1292,"I like to pretend that everythings alright. cause when everybody else thinks youre fine, sometimes you forget for a while that youre not.",2
1293,parents  anxiety  depression  ptsd  ocd  addictionrecovery  bpd  bipolar  adhd  add  selfhelp so agree agreed,0
1294,I'll kms before i ever step foot in [redacted] and get killed by one of them spiders,1
1295,"being sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",2
1296,are life and people testing you  here s what you need to do   psychology  coping,0
1297,i'm not in school i dont have a job i have no plans for my future and my parents say i have to sell my horse,1
1298,have you ever wanted to cry but no tears came out so you just stare blankly into space while feeling your heart breaks into a million pieces,2
1299,there s no need to be a victim or live in fear   mentalhealthmatters  coping,0
1300,i pray he's not the cousin my dad wants me to marry cuz ill kms,1
1301,"no one notices your tears, no one notices your sadness. no one notices your pain. but they all notice your mistake.",2
1302,today i do my best  tomorrow i ll do even better than best   affirmation      goals  changeyourmindset,0
1303,Fish tanks are supposed to be relaxing but I HATE the one that I bought the fucking filter is shit and never works,1
1304,"have you ever really wanted to ask a question, but you didn't because you knew in your heart that you wouldn't be able to handle the answer?",2
1305,dealing with anxiety personally ive learned that you have to let go of things that have happened in the past,0
1306,someone just commented bye bye album under one of my posts kms,1
1307,"please understand that i'm trying, but my best is never good enough, no matter how hard i try",2
1308,in lieu of how horrible ive felt past couple of days  im posting a time where i felt powerful as a reminder that it ll be okay,0
1309,Kms bc [redacted] isnt here,1
1310,i overthink too much and it destroys me,2
1311,hope is like the sun which as we journey towards it  casts the shadow of our burden behind us    cptsd  healing,0
1312,i should not have damn i rlly wanna kms,1
1313,it hurts so much when you can feel yourself becoming less and less important to the one person who means the most to you.,2
1314,negative thought comes  no matter how seriously it is taken by the tired body  our only response should be  it is a waste,0
1315,hi i've been messing w cards for hours i will kms fr,1
1316,nothing kills you like your own thoughts,2
1317,my mental health is low  im really glad im speaking with my therapist in less than weeks,0
1318,Ill probably kms if i got paid bi-weekly ever again,1
1319,"i don't really know where i stand in some people's lives... one minute they treat me like i'm someone special, then nothing the next.",2
1320,bwrt  gt shift your perspective  mood  mindset  behaviour  anxiety  stress  psych  success  selfworth,0
1321,i'd kms if the were bamtoris.,1
1322,it kinda scares me that sometimes you never truly know what someone is really thinking or feeling towards you despite what they say to you.,2
1323,drinking during  covid    up among people with  anxiety and  depression  healthymind  mentalhealthtips,0
1324,if i have to perceive this sentiment one more time im gonna kms,1
1325,"some people say i'm too sensitive but the truth is i just feel too much, every word every action and every energy goes straight to my heart.",2
1326,love this  this is likely the best way to explain energy for those who battle chronic and mental health illnesses,0
1327,"yoh imagine breaking up and all your friends are his friends, i'll kms.",1
1328,i prefer being really busy just to keep myself from going into deep hurtful thoughts and scenarios but as long as im busy or asleep i'm fine,2
1329,anxiety seems causally increased by economic and other perceived stress  such as from media toxicity  reality,0
1330,"dont do it man. its not right. ive had my experiences with suicide, and its not worth it. you'll lose",1
1331,"i get so sad, i get insecure, i get jealous i get lonely, i overreact and i make mistakes. but i promise i will always give you my loyalty.",2
1332,new year do over  focus on yourself this year  explore the calming and anti inflammatory properties of cbd,0
1333,have to make whole product tmrow might kms,1
1334,it really hurts so much when you can feel yourself becoming less and less important to the one person who means the most to you.,2
1335,what immediate  mentalhealth resources have you made available to  canadians who are undergoing depression,0
1336,EVERY INCH OF HIM IS PERFECT I'M KMS,1
1337,"it really hurts when someone is not in the mood to talk to you but when it comes to someone else, they seem to be the happiest person alive.",2
1338,mentalhealth issues are common   wake up don t suffer in silence  an article and a short film with an interview,0
1339,she wants to come over plz stop i'll kms,1
1340,"overthinking killed my happiness, insecurites killed my self esteem, lies killed my trust.",2
1341,part of the tools in your fight  fibromialgia  anxiety it should be to learn more about yourself  group therapy is great,0
1342,im about to kms I WAS WORKING ON AN EDIT AND MY PHONE SHUT OFF BEFORE I COULD SAVE,1
1343,"i really hate that feeling when you see something and your heart literally sinks, but you have to just sit there and pretend you dont care.",2
1344,taking time to feel emotions  let them move through me  is the only way to let them out   motivationblog,0
1345,I remember playing it for like hours on an emulator and it crashed and I lost all of my progress and I wanted to kms,1
1346,"""you've changed"" try going through what i've gone through and then see if you're the same. pain changes people it makes it harder to trust",2
1347,id been in therapy for years  but this was different  via  chronicpain,0
1348,My head n stomach hurt sm Im going too kms /s,1
1349,every time i put myself back together i watch myself fall apart again. and every single time is worse than before.,2
1350,new blog online  mentalhealth  anxiety  bpd  depression,0
1351,this makes me wanna kms,1
1352,i'm scared to get close to people because i think they will eventually walk out of my life no matter how close we are because thay always do,2
1353,absolutist words such as always or nothing were   more prevalent in  anxiety and  depression forums,0
1354,cool should i kms,1
1355,i cannot make you understand. i cannot make anyone understand what is happening inside me. i cannot even explain it to myself.,2
1356,"new podcast  ""chatting with nat  holistic health practitioner   [redacted]"" on  [redacted]",0
1357,he looks so good im gonna kms,1
1358,i am constantly torn between wanting to fix myself and wanting to destroy myself.,2
1359,i have  bipolar  disorder with extreme  depression and  anxiety  endthestigma  youarenotalone,0
1360,thank god im light rn bc omg i would have kms this is miserable,1
1361,it honestly sucks when you have so much on your mind and no one to tell it to,2
1362,compassion is the key of unlocking empathy   meditation  help  empathymatters  positivity  change  art,0
1363,my parents think they should move me to another school bc i was getting whitewashed and wanted to take my hijab off. Can I just kms,1
1364,"sometimes it's better to keep silent than to tell others how you feel because it hurts knowing they can hear you, but not understand you.",2
1365,how to reduce news related stress for better mental health  mentalhealth  mentalillness  therapy  psychology,0
1366,im still there wanna kms,1
1367,im completely terrified of being like this for the rest of my life.,2
1368,discover over binge worthy  anxiety podcasts to learn how to better manage your  mentalhealth and improve overall health,0
1369,I wanna follow this man on Instagram and but he doesnt follow me back I might quite literally kms,1
1370,if i annoy you tell me and ill leave you alone because nothing sucks more than being unsure of whether someone enjoys your company or not.,2
1371,do you suffer from anxiety  here s how to reduce it  naturally   anxiety  health  wellness,0
1372,literally wanna kms,1
1373,i'm the type of person that needs answers and closure because i'm not good at letting things slide without trying to understand how and why.,2
1374,new blog post up  tips on how to control anxiety and panic attacks  what are some tips you have to control anxiety,0
1375,Stfu u make me want to kms fr,1
1376,"all my life i've been judged by people i care about, ignored by those who said they'd never leave me, and hurt by the ones i loved the most.",2
1377,when theres no one to talk to  how talk therapy falls short for many   mentalhealth  fitness  actionsspeaklouder,0
1378,i took days to get the middle finger transition right and now im trying the pew pew pew transition i wanna kms,1
1379,all the things i did wrong: 0. i relied on someone for my happiness. 1. i love people more than i love myself. 2. i never asked for help.,2
1380,using mindfulness for anxiety  mindfulness  anxiety  selfhelp,0
1381,twirls hairfeel free to tell me to kms anytime i think its hilarious no one would do it i really do find it amusing,1
1382,"do you ever feel okay but you're sad at the same time, you want to talk to someone and hug them but you feel annoying so you just stay quiet",2
1383,anxiety attack can yoga training help you   anxiety  anxietyattack  yoga,0
1384,going to kms how is midterms next week,1
1385,i just want to lie in bed and not participate in life.,2
1386,anxiety myths busted   selfimprovement  mindset  mindbody  lifetips  successful  motivation,0
1387,i just watched [redacted] hit a golf ball gonna kms,1
1388,its sad nobody ever knows how much someone is actually hurting... someone right next to you could be completely broken and you wouldn't know,2
1389,meet [redacted]  one of our lovely vcounselors  book a virtual counseling session today   counseling,0
1390,someone motivate me to workout or ill kms,1
1391,whenever i'm upset and i want to talk to someone about it i realised they probably wouldn't care or know what to say so i keep it all inside,2
1392,what are some other thoughts that race through your mind at bedtime  by  mentalhealth  insomnia,0
1393,yall dont understand how bad i wanted to kms after I found out the assignment required annotated sources,1
1394,"depression is when you dont really care about anything. anxiety is when you care too much, and over think everything, having both is hell, that's my life",2
1395,here s a way to calm your nerves in certain social interactions   tiktok  social  people  nerves  anxiety  empathy,0
1396,everytime i open this app it makes me want to kms,1
1397,do you ever feel like crying because your life is so shit and you just keep messing up?,2
1398,are you struggling with  anxiety  using  [redacted] there is a good chance of getting some relief,0
1399,bye i cant stop saying i'm gonna kms irl,1
1400,have you been so sad and want to be alone but at the same time you really wish there was someone who you could talk to that actually cares.,2
1401,"this [redacted] message on ""holding on"" when you re feeling overwhelmed  hemmed in  and a bit helpless ",0
1402,not me wanting to kms rn,1
1403,people really don't really understand how stressful it is to explain what's going on in your head when you don't even understand it yourself,2
1404,talk to a [redacted] therapist online via skype for help recovering from  anxiety   depression using  mindfulness therapy,0
1405,im so cold gonna kms brb,1
1406,"it hurts like hell when someone makes you feel special, then suddenly leaves you hanging, and you have to act like you dont care at all.",2
1407,how to think about anxiety interview with [redacted]  anxiety  feelbetter  healyourself  saturdaymorning,0
1408,OH MY GOD I WILL KMS,1
1409,"i'm just so tired. tired of not being good enough, tired of getting put down, tired of crying, tired of insecurities, tired of being tired.",2
1410,how to have more mind control  anxiety  mentalhealth,0
1411,i wanna kms so bad i was playing in practice mode all that hardwork for nothing,1
1412,the most irritating thing is when something bothers you and you literally can't do anything about it but drown yourself in your own thoughts,2
1413,tips for managing anxiety on my website  below are just a few   simple ways to manage anxiety rate your distress,0
1414,that inverted filter will make me kms,1
1415,"no one ever notices your tears, no one even notices your sadness, no one notices your hurt and in pain. but they always notice your mistakes",2
1416,are intrusive thoughts only a product of  ocd  bpd  bipolar  ptsd   i don t have those  just vanilla  anxiety,0
1417,my morning skinny isnt skinny anymore Im gonna kms,1
1418,"you smile, but you really just want to cry. you talk, but you just want to be quiet and you pretend like you're happy but you really aren't",2
1419,when i see an anxious person  i ask myself  what do they want  for if a person wasnt wanting something  they might not be anxious,0
1420,the video's on private i'm gonna kms where am i supposed to go for psych ward admissions let me in,1
1421,i literally ruin everything without even trying,2
1422,wordless watching break take a moment to watch your thoughts and feelings pass like the passing of clouds  are you okay,0
1423,if i dont get a full mark im gonna kms,1
1424,i should wake up feeling glad but i dont. i want to go back to sleep and stay that way forever. i dont want to wake up. i want to give up.,2
1425,anxiety   emotions    ugh  the  mindful path through anxiety has tips for this  pre order your copy today,0
1426,Im so sad.. going to be alone for a whole week and I hate having to think to myself and having a self care week. Just want to kms,1
1427,"you're afraid to tell people how you feel because you fear rejection, so you bury it deep inside yourself where it only destroys you more.",2
1428,tips for helping your child manage anxiety  parenting  anxiety  mentalhealth,0
1429,shes too perfect i just wanna kms..........,1
1430,do you get the feeling people are slowly forgetting about you and replacing you and you soon realize it's not a feeling. it's become reality,2
1431,nearly half of [redacted] adolescents report mental health difficulties  mentalhealth  mentalillness  therapy,0
1432,I have midterms to complete today after work and an insane amount of work to get done kms,1
1433,when i die dont come to my grave ; sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,2
1434,stop apologizing for being  neurodiverse stop apologizing for having  anxiety stop apologizing because you suffer,0
1435,you know what fuck this *kms*,1
1436,"worst feeling in the world is knowing you did the best you could, and it still wasn't good enough.",2
1437,tips for dealing with separation anxiety in preschoolers  anxiety  parenting,0
1438,if they dont let us coop in the oceanoid event i will simply kms,1
1439,one minute i seem to be feeling fine. the next minute it feels like everything around me is crumbling and im left feeling nothing.,2
1440,depression   anxiety have more than doubled in adults across the u s  amid the  coronavirus pandemic  loneliness,0
1441,ISSUES* i should proof read i want to kms,1
1442,"twitter is the only place you don't have to say ""i'm fine"" because everyone on here knows you aren't.",2
1443,rosemary  tea alters  anxiety   depression biomarkers  a pilot study attn,0
1444,If [redacted] end up covering any song by the [redacted] I think Ill kms,1
1445,"i lost myself a long time ago, i don't know who i am anymore.",2
1446,do not [redacted] twist it  youd only end up stressed and depressed  focus on one thing at a time,0
1447,im this close to kms because of history,1
1448,"ever miss yourself? the person you were, before you became depressed, before you started hating yourself, before you wanted to die. i do.",2
1449,your guide to overcoming self doubt  finding a positive attitude on life  confidence,0
1450,thats why i must kms,1
1451,"i always act like i'm fine and everyone thinks i'm okay, but when the lights are off and i'm all alone. that's when my tears start to fall.",2
1452,overcome driving  anxiety through online mindfulness therapy via skype  most people see significant results after therapy,0
1453,im too shy to ask for his insta. i wanna kms.,1
1454,"i hate i'm the type of person to never get any sleep, because all i do every night is overthink the smallest shit that shouldn't even matter",2
1455,managing your stress in seconds  try these steps  college,0
1456,touch [redacted] and i will literally kms,1
1457,"the worst thing is when you're super excited to talk to someone and they just brush you off and you realise they don't care at all, it sucks",2
1458,thegoodlife us natural herb for  depression and  anxiety  feelgood,0
1459,im so down in life to the extent that id like to kms,1
1460,do you ever just want to pack up and just leave out of the blue without saying anything to anyone like just leave and start a fresh new life,2
1461,i have recommended it to patients who have done well calming their anxiety via diaphragmatic breath,0
1462,my mom is being a bitch again pls i will literally kms,1
1463,i dont think people understand just how stressful it is to explain whats going on inside your head when you dont even understand it yourself,2
1464,short video on the science behind the change triangle  anxietyhelp  depressionhelp  emotion  education  tools,0
1465,we started it today and i already wnna kms Help i've had enough,1
1466,"""why are you sad?"" ""i don't know"" ""no reason?"" ""oh no there are plenty of reasons, i'm just not sure which one it is this """,2
1467,we can learn to process core emotions  conflicts so that over time we grow calmer  less anxious,0
